,Year,Week,Team,TeamName,Opponent,Score,Opp_Score,Result
1114,2015,16,MURPH,Wild Mike's Waitresses,JAMES,112.0,97.0,W
1115,2015,16,JAMES,The  Van Buren Boys,MURPH,97.0,112.0,L
1116,2015,16,CRAIG,Super Cam,ERIC,100.0,71.0,W
1117,2015,16,ERIC,Ann Arbor Ass-Eaters,CRAIG,71.0,100.0,L
1118,2015,16,FIELER,Be Careful,KYLE,69.0,84.0,L
1119,2015,16,KYLE,The Double Entandres,FIELER,84.0,69.0,W
1120,2016,1,CRAIG,Carolina Rock Lobsters,COLLIN,117.0,121.0,L
1121,2016,1,COLLIN,Cutthroat Clouds,CRAIG,121.0,117.0,W
1122,2016,1,BISCH,The Feesh Tank,DUKE,102.0,93.0,W
1123,2016,1,DUKE,Duke's Full Moons,BISCH,93.0,102.0,L
1124,2016,1,JAMES,The  Van Buren Boys,LOTH,92.0,128.0,L
1125,2016,1,LOTH,Loaf City Ice Ninjas,JAMES,128.0,92.0,W
1126,2016,1,RYAN,Westside Murses,HAMM,93.0,125.0,L
1127,2016,1,HAMM,Green Day Packers,RYAN,125.0,93.0,W
1128,2016,1,ERIC,Harambe's Haymakers,FIELER,98.0,69.0,W
1129,2016,1,FIELER,Shady Lane Barn Dwellers,ERIC,69.0,98.0,L
1130,2016,1,MURPH,Wild Mike's Waitresses,CAP,69.0,116.0,L
1131,2016,1,CAP,I'm A Winner,MURPH,116.0,69.0,W
1132,2016,2,COLLIN,Cutthroat Clouds,DUKE,75.0,73.0,W
1133,2016,2,DUKE,Duke's Full Moons,COLLIN,73.0,75.0,L
1134,2016,2,LOTH,Loaf City Ice Ninjas,CRAIG,121.0,94.0,W
1135,2016,2,CRAIG,Carolina Rock Lobsters,LOTH,94.0,121.0,L
1136,2016,2,HAMM,Green Day Packers,BISCH,86.0,109.0,L
1137,2016,2,BISCH,The Feesh Tank,HAMM,109.0,86.0,W
1138,2016,2,FIELER,Shady Lane Barn Dwellers,JAMES,111.0,73.0,W
1139,2016,2,JAMES,The  Van Buren Boys,FIELER,73.0,111.0,L
1140,2016,2,CAP,I'm A Winner,RYAN,107.0,89.0,W
1141,2016,2,RYAN,Westside Murses,CAP,89.0,107.0,L
1142,2016,2,MURPH,Wild Mike's Waitresses,ERIC,89.0,87.0,W
1143,2016,2,ERIC,Harambe's Haymakers,MURPH,87.0,89.0,L
1144,2016,3,LOTH,Loaf City Ice Ninjas,COLLIN,110.0,100.0,W
1145,2016,3,COLLIN,Cutthroat Clouds,LOTH,100.0,110.0,L
1146,2016,3,DUKE,Duke's Full Moons,HAMM,123.0,110.0,W
1147,2016,3,HAMM,Green Day Packers,DUKE,110.0,123.0,L
1148,2016,3,CRAIG,Carolina Rock Lobsters,FIELER,139.0,89.0,W
1149,2016,3,FIELER,Shady Lane Barn Dwellers,CRAIG,89.0,139.0,L
1150,2016,3,BISCH,The Feesh Tank,CAP,87.0,58.0,W
1151,2016,3,CAP,I'm A Winner,BISCH,58.0,87.0,L
1152,2016,3,JAMES,The  Van Buren Boys,MURPH,78.0,101.0,L
1153,2016,3,MURPH,Wild Mike's Waitresses,JAMES,101.0,78.0,W
1154,2016,3,RYAN,Westside Murses,ERIC,71.0,50.0,W
1155,2016,3,ERIC,Harambe's Haymakers,RYAN,50.0,71.0,L
1156,2016,4,COLLIN,Cutthroat Clouds,HAMM,66.0,94.0,L
1157,2016,4,HAMM,Green Day Packers,COLLIN,94.0,66.0,W
1158,2016,4,FIELER,Shady Lane Barn Dwellers,LOTH,79.0,64.0,W
1159,2016,4,LOTH,Loaf City Ice Ninjas,FIELER,64.0,79.0,L
1160,2016,4,CAP,I'm A Winner,DUKE,88.0,85.0,W
1161,2016,4,DUKE,Duke's Full Moons,CAP,85.0,88.0,L
1162,2016,4,MURPH,Wild Mike's Waitresses,CRAIG,117.0,114.0,W
1163,2016,4,CRAIG,Carolina Rock Lobsters,MURPH,114.0,117.0,L
1164,2016,4,ERIC,Harambe's Haymakers,BISCH,77.0,74.0,W
1165,2016,4,BISCH,The Feesh Tank,ERIC,74.0,77.0,L
1166,2016,4,RYAN,Westside Murses,JAMES,88.0,105.0,L
1167,2016,4,JAMES,The  Van Buren Boys,RYAN,105.0,88.0,W
1168,2016,5,FIELER,Shady Lane Barn Dwellers,COLLIN,99.0,98.0,D
1169,2016,5,COLLIN,Cutthroat Clouds,FIELER,98.0,99.0,D
1170,2016,5,HAMM,Green Day Packers,CAP,89.0,107.0,L
1171,2016,5,CAP,I'm A Winner,HAMM,107.0,89.0,W
1172,2016,5,LOTH,Loaf City Ice Ninjas,MURPH,109.0,125.0,L
1173,2016,5,MURPH,Wild Mike's Waitresses,LOTH,125.0,109.0,W
1174,2016,5,DUKE,Duke's Full Moons,ERIC,72.0,84.0,L
1175,2016,5,ERIC,Harambe's Haymakers,DUKE,84.0,72.0,W
1176,2016,5,CRAIG,Carolina Rock Lobsters,RYAN,126.0,103.0,W
1177,2016,5,RYAN,Westside Murses,CRAIG,103.0,126.0,L
1178,2016,5,BISCH,The Feesh Tank,JAMES,45.0,70.0,L
1179,2016,5,JAMES,The  Van Buren Boys,BISCH,70.0,45.0,W
1180,2016,6,COLLIN,Cutthroat Clouds,CAP,95.0,53.0,W
1181,2016,6,CAP,I'm A Winner,COLLIN,53.0,95.0,L
1182,2016,6,MURPH,Wild Mike's Waitresses,FIELER,101.0,113.0,L
1183,2016,6,FIELER,Shady Lane Barn Dwellers,MURPH,113.0,101.0,W
1184,2016,6,ERIC,Harambe's Haymakers,HAMM,97.0,138.0,L
1185,2016,6,HAMM,Green Day Packers,ERIC,138.0,97.0,W
1186,2016,6,RYAN,Westside Murses,LOTH,74.0,93.0,L
1187,2016,6,LOTH,Loaf City Ice Ninjas,RYAN,93.0,74.0,W
1188,2016,6,JAMES,The  Van Buren Boys,DUKE,83.0,84.0,D
1189,2016,6,DUKE,Duke's Full Moons,JAMES,84.0,83.0,D
1190,2016,6,BISCH,The Feesh Tank,CRAIG,65.0,100.0,L
1191,2016,6,CRAIG,Carolina Rock Lobsters,BISCH,100.0,65.0,W
1192,2016,7,MURPH,Wild Mike's Waitresses,COLLIN,92.0,95.0,L
1193,2016,7,COLLIN,Cutthroat Clouds,MURPH,95.0,92.0,W
1194,2016,7,CAP,I'm A Winner,ERIC,66.0,125.0,L
1195,2016,7,ERIC,Harambe's Haymakers,CAP,125.0,66.0,W
1196,2016,7,FIELER,Shady Lane Barn Dwellers,RYAN,83.0,89.0,L
1197,2016,7,RYAN,Westside Murses,FIELER,89.0,83.0,W
1198,2016,7,HAMM,Green Day Packers,JAMES,78.0,75.0,W
1199,2016,7,JAMES,The  Van Buren Boys,HAMM,75.0,78.0,L
1200,2016,7,LOTH,Loaf City Ice Ninjas,BISCH,87.0,102.0,L
1201,2016,7,BISCH,The Feesh Tank,LOTH,102.0,87.0,W
1202,2016,7,DUKE,Duke's Full Moons,CRAIG,133.0,93.0,W
1203,2016,7,CRAIG,Carolina Rock Lobsters,DUKE,93.0,133.0,L
1204,2016,8,COLLIN,Cutthroat Clouds,ERIC,56.0,114.0,L
1205,2016,8,ERIC,Harambe's Haymakers,COLLIN,114.0,56.0,W
1206,2016,8,RYAN,Westside Murses,MURPH,49.0,96.0,L
1207,2016,8,MURPH,Wild Mike's Waitresses,RYAN,96.0,49.0,W
1208,2016,8,JAMES,The  Van Buren Boys,CAP,99.0,71.0,W
1209,2016,8,CAP,I'm A Winner,JAMES,71.0,99.0,L
1210,2016,8,BISCH,The Feesh Tank,FIELER,76.0,98.0,L
1211,2016,8,FIELER,Shady Lane Barn Dwellers,BISCH,98.0,76.0,W
1212,2016,8,CRAIG,Carolina Rock Lobsters,HAMM,120.0,98.0,W
1213,2016,8,HAMM,Green Day Packers,CRAIG,98.0,120.0,L
1214,2016,8,DUKE,Duke's Full Moons,LOTH,93.0,123.0,L
1215,2016,8,LOTH,Loaf City Ice Ninjas,DUKE,123.0,93.0,W
1216,2016,9,RYAN,Westside Murses,COLLIN,66.0,101.0,L
1217,2016,9,COLLIN,Cutthroat Clouds,RYAN,101.0,66.0,W
1218,2016,9,ERIC,Harambe's Haymakers,JAMES,90.0,85.0,W
1219,2016,9,JAMES,The  Van Buren Boys,ERIC,85.0,90.0,L
1220,2016,9,MURPH,Wild Mike's Waitresses,BISCH,95.0,83.0,W
1221,2016,9,BISCH,The Feesh Tank,MURPH,83.0,95.0,L
1222,2016,9,CAP,I'm A Winner,CRAIG,69.0,103.0,L
1223,2016,9,CRAIG,Carolina Rock Lobsters,CAP,103.0,69.0,W
1224,2016,9,FIELER,Shady Lane Barn Dwellers,DUKE,112.0,149.0,L
1225,2016,9,DUKE,Duke's Full Moons,FIELER,149.0,112.0,W
1226,2016,9,HAMM,Green Day Packers,LOTH,106.0,89.0,W
1227,2016,9,LOTH,Loaf City Ice Ninjas,HAMM,89.0,106.0,L
1228,2016,10,COLLIN,Cutthroat Clouds,JAMES,62.0,88.0,L
1229,2016,10,JAMES,The  Van Buren Boys,COLLIN,88.0,62.0,W
1230,2016,10,BISCH,The Feesh Tank,RYAN,107.0,92.0,W
1231,2016,10,RYAN,Westside Murses,BISCH,92.0,107.0,L
1232,2016,10,CRAIG,Carolina Rock Lobsters,ERIC,150.0,80.0,W
1233,2016,10,ERIC,Harambe's Haymakers,CRAIG,80.0,150.0,L
1234,2016,10,DUKE,Duke's Full Moons,MURPH,94.0,93.0,D
1235,2016,10,MURPH,Wild Mike's Waitresses,DUKE,93.0,94.0,D
1236,2016,10,LOTH,Loaf City Ice Ninjas,CAP,98.0,73.0,W
1237,2016,10,CAP,I'm A Winner,LOTH,73.0,98.0,L
1238,2016,10,HAMM,Green Day Packers,FIELER,121.0,92.0,W
1239,2016,10,FIELER,Shady Lane Barn Dwellers,HAMM,92.0,121.0,L
1240,2016,11,BISCH,The Feesh Tank,COLLIN,79.0,85.0,L
1241,2016,11,COLLIN,Cutthroat Clouds,BISCH,85.0,79.0,W
1242,2016,11,JAMES,The  Van Buren Boys,CRAIG,97.0,119.0,L
1243,2016,11,CRAIG,Carolina Rock Lobsters,JAMES,119.0,97.0,W
1244,2016,11,RYAN,Westside Murses,DUKE,67.0,104.0,L
1245,2016,11,DUKE,Duke's Full Moons,RYAN,104.0,67.0,W
1246,2016,11,ERIC,Harambe's Haymakers,LOTH,75.0,64.0,W
1247,2016,11,LOTH,Loaf City Ice Ninjas,ERIC,64.0,75.0,L
1248,2016,11,MURPH,Wild Mike's Waitresses,HAMM,117.0,89.0,W
1249,2016,11,HAMM,Green Day Packers,MURPH,89.0,117.0,L
1250,2016,11,CAP,I'm A Winner,FIELER,85.0,90.0,L
1251,2016,11,FIELER,Shady Lane Barn Dwellers,CAP,90.0,85.0,W
1252,2016,12,COLLIN,Cutthroat Clouds,CRAIG,116.0,118.0,L
1253,2016,12,CRAIG,Carolina Rock Lobsters,COLLIN,118.0,116.0,W
1254,2016,12,DUKE,Duke's Full Moons,BISCH,117.0,92.0,W
1255,2016,12,BISCH,The Feesh Tank,DUKE,92.0,117.0,L
1256,2016,12,LOTH,Loaf City Ice Ninjas,JAMES,73.0,60.0,W
1257,2016,12,JAMES,The  Van Buren Boys,LOTH,60.0,73.0,L
1258,2016,12,HAMM,Green Day Packers,RYAN,94.0,58.0,W
1259,2016,12,RYAN,Westside Murses,HAMM,58.0,94.0,L
1260,2016,12,FIELER,Shady Lane Barn Dwellers,ERIC,116.0,93.0,W
1261,2016,12,ERIC,Harambe's Haymakers,FIELER,93.0,116.0,L
1262,2016,12,CAP,I'm A Winner,MURPH,74.0,142.0,L
1263,2016,12,MURPH,Wild Mike's Waitresses,CAP,142.0,74.0,W
1264,2016,13,DUKE,Duke's Full Moons,COLLIN,65.0,77.0,L
1265,2016,13,COLLIN,Cutthroat Clouds,DUKE,77.0,65.0,W
1266,2016,13,CRAIG,Carolina Rock Lobsters,LOTH,161.0,96.0,W
1267,2016,13,LOTH,Loaf City Ice Ninjas,CRAIG,96.0,161.0,L
1268,2016,13,BISCH,The Feesh Tank,HAMM,98.0,127.0,L
1269,2016,13,HAMM,Green Day Packers,BISCH,127.0,98.0,W
1270,2016,13,JAMES,The  Van Buren Boys,FIELER,98.0,94.0,W
1271,2016,13,FIELER,Shady Lane Barn Dwellers,JAMES,94.0,98.0,L
1272,2016,13,RYAN,Westside Murses,CAP,59.0,73.0,L
1273,2016,13,CAP,I'm A Winner,RYAN,73.0,59.0,W
1274,2016,13,ERIC,Harambe's Haymakers,MURPH,77.0,103.0,L
1275,2016,13,MURPH,Wild Mike's Waitresses,ERIC,103.0,77.0,W
1276,2016,14,CRAIG,Carolina Rock Lobsters,COLLIN,137.0,54.0,W
1277,2016,14,COLLIN,Cutthroat Clouds,CRAIG,54.0,137.0,L
1278,2016,14,DUKE,Duke's Full Moons,LOTH,123.0,57.0,W
1279,2016,14,LOTH,Loaf City Ice Ninjas,DUKE,57.0,123.0,L
1280,2016,14,HAMM,Green Day Packers,FIELER,80.0,89.0,L
1281,2016,14,FIELER,Shady Lane Barn Dwellers,HAMM,89.0,80.0,W
1282,2016,14,MURPH,Wild Mike's Waitresses,ERIC,92.0,60.0,W
1283,2016,14,ERIC,Harambe's Haymakers,MURPH,60.0,92.0,L
1284,2016,14,BISCH,The Feesh Tank,JAMES,70.0,65.0,W
1285,2016,14,JAMES,The  Van Buren Boys,BISCH,65.0,70.0,L
1286,2016,14,CAP,I'm A Winner,RYAN,64.0,52.0,W
1287,2016,14,RYAN,Westside Murses,CAP,52.0,64.0,L
1288,2016,15,CRAIG,Carolina Rock Lobsters,DUKE,104.0,88.0,W
1289,2016,15,DUKE,Duke's Full Moons,CRAIG,88.0,104.0,L
1290,2016,15,MURPH,Wild Mike's Waitresses,FIELER,91.0,103.0,L
1291,2016,15,FIELER,Shady Lane Barn Dwellers,MURPH,103.0,91.0,W
1292,2016,15,HAMM,Green Day Packers,LOTH,93.0,132.0,L
1293,2016,15,LOTH,Loaf City Ice Ninjas,HAMM,132.0,93.0,W
1294,2016,15,ERIC,Harambe's Haymakers,COLLIN,71.0,97.0,L
1295,2016,15,COLLIN,Cutthroat Clouds,ERIC,97.0,71.0,W
1296,2016,15,BISCH,The Feesh Tank,CAP,70.0,49.0,W
1297,2016,15,CAP,I'm A Winner,BISCH,49.0,70.0,L
1298,2016,15,JAMES,The  Van Buren Boys,RYAN,77.0,68.0,W
1299,2016,15,RYAN,Westside Murses,JAMES,68.0,77.0,L
1300,2016,16,CRAIG,Carolina Rock Lobsters,FIELER,136.0,121.0,W
1301,2016,16,FIELER,Shady Lane Barn Dwellers,CRAIG,121.0,136.0,L
1302,2016,16,MURPH,Wild Mike's Waitresses,DUKE,131.0,114.0,W
1303,2016,16,DUKE,Duke's Full Moons,MURPH,114.0,131.0,L
1304,2016,16,LOTH,Loaf City Ice Ninjas,COLLIN,99.0,75.0,W
1305,2016,16,COLLIN,Cutthroat Clouds,LOTH,75.0,99.0,L
1306,2016,16,HAMM,Green Day Packers,ERIC,78.0,85.0,L
1307,2016,16,ERIC,Harambe's Haymakers,HAMM,85.0,78.0,W
1308,2016,16,BISCH,The Feesh Tank,JAMES,81.0,59.0,W
1309,2016,16,JAMES,The  Van Buren Boys,BISCH,59.0,81.0,L
1310,2016,16,CAP,I'm A Winner,RYAN,61.0,78.0,L
1311,2016,16,RYAN,Westside Murses,CAP,78.0,61.0,W
1312,2017,1,JAMES,The  Van Buren Boys,LOTH,99.8,113.95,L
1313,2017,1,LOTH,Loaf City Ice Ninjas,JAMES,113.95,99.8,W
1314,2017,1,FIELER,Shady Lane Barn Dwellers,CRAIG,108.8,77.05,W
1315,2017,1,CRAIG,Carolina Cuck Lobsters,FIELER,77.05,108.8,L
1316,2017,1,COLLIN,Cutthroat Clouds,MURPH,87.15,93.7,L
1317,2017,1,MURPH,Wild Mike's Waitresses,COLLIN,93.7,87.15,W
1318,2017,1,HAMM,Hamilton Hammerheads,BISCH,96.25,72.9,W
1319,2017,1,BISCH,The Feesh Tank,HAMM,72.9,96.25,L
1320,2017,1,CAP,Harbaugh Likes Nickelback,ERIC,97.95,99.7,L
1321,2017,1,ERIC,OTR Cougars,CAP,99.7,97.95,W
1322,2017,1,DUKE,Duke's Full Moons,RYAN,126.9,89.05,W
1323,2017,1,RYAN,Westside Murses,DUKE,89.05,126.9,L
1324,2017,2,LOTH,Loaf City Ice Ninjas,CRAIG,125.15,88.3,W
1325,2017,2,CRAIG,Carolina Cuck Lobsters,LOTH,88.3,125.15,L
1326,2017,2,MURPH,Wild Mike's Waitresses,JAMES,101.25,103.65,L
1327,2017,2,JAMES,The  Van Buren Boys,MURPH,103.65,101.25,W
1328,2017,2,BISCH,The Feesh Tank,FIELER,95.7,72.5,W
1329,2017,2,FIELER,Shady Lane Barn Dwellers,BISCH,72.5,95.7,L
1330,2017,2,ERIC,OTR Cougars,COLLIN,135.2,103.5,W
1331,2017,2,COLLIN,Cutthroat Clouds,ERIC,103.5,135.2,L
1332,2017,2,RYAN,Westside Murses,HAMM,76.75,109.8,L
1333,2017,2,HAMM,Hamilton Hammerheads,RYAN,109.8,76.75,W
1334,2017,2,DUKE,Duke's Full Moons,CAP,93.95,129.4,L
1335,2017,2,CAP,Harbaugh Likes Nickelback,DUKE,129.4,93.95,W
1336,2017,3,MURPH,Wild Mike's Waitresses,LOTH,111.8,134.6,L
1337,2017,3,LOTH,Loaf City Ice Ninjas,MURPH,134.6,111.8,W
1338,2017,3,CRAIG,Carolina Cuck Lobsters,BISCH,58.35,114.05,L
1339,2017,3,BISCH,The Feesh Tank,CRAIG,114.05,58.35,W
1340,2017,3,JAMES,The  Van Buren Boys,ERIC,92.95,82.5,W
1341,2017,3,ERIC,OTR Cougars,JAMES,82.5,92.95,L
1342,2017,3,FIELER,Shady Lane Barn Dwellers,RYAN,160.75,90.15,W
1343,2017,3,RYAN,Westside Murses,FIELER,90.15,160.75,L
1344,2017,3,COLLIN,Cutthroat Clouds,DUKE,115.1,105.85,W
1345,2017,3,DUKE,Duke's Full Moons,COLLIN,105.85,115.1,L
1346,2017,3,HAMM,Hamilton Hammerheads,CAP,108.6,142.4,L
1347,2017,3,CAP,Harbaugh Likes Nickelback,HAMM,142.4,108.6,W
1348,2017,4,LOTH,Loaf City Ice Ninjas,BISCH,121.95,80.25,W
1349,2017,4,BISCH,The Feesh Tank,LOTH,80.25,121.95,L
1350,2017,4,ERIC,OTR Cougars,MURPH,79.25,110.05,L
1351,2017,4,MURPH,Wild Mike's Waitresses,ERIC,110.05,79.25,W
1352,2017,4,RYAN,Westside Murses,CRAIG,115.0,66.7,W
1353,2017,4,CRAIG,Carolina Cuck Lobsters,RYAN,66.7,115.0,L
1354,2017,4,DUKE,Duke's Full Moons,JAMES,93.6,113.95,L
1355,2017,4,JAMES,The  Van Buren Boys,DUKE,113.95,93.6,W
1356,2017,4,CAP,Harbaugh Likes Nickelback,FIELER,99.2,104.5,L
1357,2017,4,FIELER,Shady Lane Barn Dwellers,CAP,104.5,99.2,W
1358,2017,4,HAMM,Hamilton Hammerheads,COLLIN,121.4,93.35,W
1359,2017,4,COLLIN,Cutthroat Clouds,HAMM,93.35,121.4,L
1360,2017,5,ERIC,OTR Cougars,LOTH,80.3,94.25,L
1361,2017,5,LOTH,Loaf City Ice Ninjas,ERIC,94.25,80.3,W
1362,2017,5,BISCH,The Feesh Tank,RYAN,96.4,143.05,L
1363,2017,5,RYAN,Westside Murses,BISCH,143.05,96.4,W
1364,2017,5,MURPH,Wild Mike's Waitresses,DUKE,102.75,93.8,W
1365,2017,5,DUKE,Duke's Full Moons,MURPH,93.8,102.75,L
1366,2017,5,CRAIG,Carolina Cuck Lobsters,CAP,109.05,80.65,W
1367,2017,5,CAP,Harbaugh Likes Nickelback,CRAIG,80.65,109.05,L
1368,2017,5,JAMES,The  Van Buren Boys,HAMM,92.25,119.5,L
1369,2017,5,HAMM,Hamilton Hammerheads,JAMES,119.5,92.25,W
1370,2017,5,FIELER,Shady Lane Barn Dwellers,COLLIN,81.25,86.25,L
1371,2017,5,COLLIN,Cutthroat Clouds,FIELER,86.25,81.25,W
1372,2017,6,LOTH,Loaf City Ice Ninjas,RYAN,117.35,105.95,W
1373,2017,6,RYAN,Westside Murses,LOTH,105.95,117.35,L
1374,2017,6,DUKE,Duke's Full Moons,ERIC,124.4,130.4,L
1375,2017,6,ERIC,OTR Cougars,DUKE,130.4,124.4,W
1376,2017,6,CAP,Harbaugh Likes Nickelback,BISCH,96.0,96.4,L
1377,2017,6,BISCH,The Feesh Tank,CAP,96.4,96.0,W
1378,2017,6,HAMM,Hamilton Hammerheads,MURPH,94.8,107.3,L
1379,2017,6,MURPH,Wild Mike's Waitresses,HAMM,107.3,94.8,W
1380,2017,6,COLLIN,Cutthroat Clouds,CRAIG,84.5,83.95,W
1381,2017,6,CRAIG,Carolina Cuck Lobsters,COLLIN,83.95,84.5,L
1382,2017,6,FIELER,Shady Lane Barn Dwellers,JAMES,123.45,92.95,W
1383,2017,6,JAMES,The  Van Buren Boys,FIELER,92.95,123.45,L
1384,2017,7,DUKE,Duke's Full Moons,LOTH,116.15,100.35,W
1385,2017,7,LOTH,Loaf City Ice Ninjas,DUKE,100.35,116.15,L
1386,2017,7,RYAN,Westside Murses,CAP,120.25,87.35,W
1387,2017,7,CAP,Harbaugh Likes Nickelback,RYAN,87.35,120.25,L
1388,2017,7,ERIC,OTR Cougars,HAMM,104.5,82.75,W
1389,2017,7,HAMM,Hamilton Hammerheads,ERIC,82.75,104.5,L
1390,2017,7,BISCH,The Feesh Tank,COLLIN,128.9,121.5,W
1391,2017,7,COLLIN,Cutthroat Clouds,BISCH,121.5,128.9,L
1392,2017,7,MURPH,Wild Mike's Waitresses,FIELER,96.25,100.1,L
1393,2017,7,FIELER,Shady Lane Barn Dwellers,MURPH,100.1,96.25,W
1394,2017,7,CRAIG,Carolina Cuck Lobsters,JAMES,96.35,117.5,L
1395,2017,7,JAMES,The  Van Buren Boys,CRAIG,117.5,96.35,W
1396,2017,8,LOTH,Loaf City Ice Ninjas,CAP,99.75,111.1,L
1397,2017,8,CAP,Harbaugh Likes Nickelback,LOTH,111.1,99.75,W
1398,2017,8,HAMM,Hamilton Hammerheads,DUKE,99.55,114.25,L
1399,2017,8,DUKE,Duke's Full Moons,HAMM,114.25,99.55,W
1400,2017,8,COLLIN,Cutthroat Clouds,RYAN,102.15,152.2,L
1401,2017,8,RYAN,Westside Murses,COLLIN,152.2,102.15,W
1402,2017,8,FIELER,Shady Lane Barn Dwellers,ERIC,95.25,90.55,W
1403,2017,8,ERIC,OTR Cougars,FIELER,90.55,95.25,L
1404,2017,8,JAMES,The  Van Buren Boys,BISCH,89.95,138.0,L
1405,2017,8,BISCH,The Feesh Tank,JAMES,138.0,89.95,W
1406,2017,8,CRAIG,Carolina Cuck Lobsters,MURPH,61.1,98.25,L
1407,2017,8,MURPH,Wild Mike's Waitresses,CRAIG,98.25,61.1,W
1408,2017,9,HAMM,Hamilton Hammerheads,LOTH,110.75,37.25,W
1409,2017,9,LOTH,Loaf City Ice Ninjas,HAMM,37.25,110.75,L
1410,2017,9,CAP,Harbaugh Likes Nickelback,COLLIN,103.35,110.55,L
1411,2017,9,COLLIN,Cutthroat Clouds,CAP,110.55,103.35,W
1412,2017,9,DUKE,Duke's Full Moons,FIELER,91.45,95.25,L
1413,2017,9,FIELER,Shady Lane Barn Dwellers,DUKE,95.25,91.45,W
1414,2017,9,RYAN,Westside Murses,JAMES,113.6,158.05,L
1415,2017,9,JAMES,The  Van Buren Boys,RYAN,158.05,113.6,W
1416,2017,9,ERIC,OTR Cougars,CRAIG,88.65,93.55,L
1417,2017,9,CRAIG,Carolina Cuck Lobsters,ERIC,93.55,88.65,W
1418,2017,9,BISCH,The Feesh Tank,MURPH,116.15,91.2,W
1419,2017,9,MURPH,Wild Mike's Waitresses,BISCH,91.2,116.15,L
1420,2017,10,LOTH,Loaf City Ice Ninjas,COLLIN,93.6,93.85,L
1421,2017,10,COLLIN,Cutthroat Clouds,LOTH,93.85,93.6,W
1422,2017,10,FIELER,Shady Lane Barn Dwellers,HAMM,62.6,83.4,L
1423,2017,10,HAMM,Hamilton Hammerheads,FIELER,83.4,62.6,W
1424,2017,10,JAMES,The  Van Buren Boys,CAP,83.3,104.95,L
1425,2017,10,CAP,Harbaugh Likes Nickelback,JAMES,104.95,83.3,W
1426,2017,10,CRAIG,Carolina Cuck Lobsters,DUKE,127.9,161.15,L
1427,2017,10,DUKE,Duke's Full Moons,CRAIG,161.15,127.9,W
1428,2017,10,MURPH,Wild Mike's Waitresses,RYAN,113.5,92.65,W
1429,2017,10,RYAN,Westside Murses,MURPH,92.65,113.5,L
1430,2017,10,BISCH,The Feesh Tank,ERIC,112.7,112.35,W
1431,2017,10,ERIC,OTR Cougars,BISCH,112.35,112.7,L
1432,2017,11,FIELER,Shady Lane Barn Dwellers,LOTH,67.25,116.0,L
1433,2017,11,LOTH,Loaf City Ice Ninjas,FIELER,116.0,67.25,W
1434,2017,11,COLLIN,Cutthroat Clouds,JAMES,104.35,74.25,W
1435,2017,11,JAMES,The  Van Buren Boys,COLLIN,74.25,104.35,L
1436,2017,11,HAMM,Hamilton Hammerheads,CRAIG,78.45,111.5,L
1437,2017,11,CRAIG,Carolina Cuck Lobsters,HAMM,111.5,78.45,W
1438,2017,11,CAP,Harbaugh Likes Nickelback,MURPH,116.85,91.35,W
1439,2017,11,MURPH,Wild Mike's Waitresses,CAP,91.35,116.85,L
1440,2017,11,DUKE,Duke's Full Moons,BISCH,140.2,159.4,L
1441,2017,11,BISCH,The Feesh Tank,DUKE,159.4,140.2,W
1442,2017,11,RYAN,Westside Murses,ERIC,116.85,123.5,L
1443,2017,11,ERIC,OTR Cougars,RYAN,123.5,116.85,W
1444,2017,12,LOTH,Loaf City Ice Ninjas,JAMES,109.85,167.05,L
1445,2017,12,JAMES,The  Van Buren Boys,LOTH,167.05,109.85,W
1446,2017,12,CRAIG,Carolina Cuck Lobsters,FIELER,122.25,64.95,W
1447,2017,12,FIELER,Shady Lane Barn Dwellers,CRAIG,64.95,122.25,L
1448,2017,12,MURPH,Wild Mike's Waitresses,COLLIN,127.55,78.2,W
1449,2017,12,COLLIN,Cutthroat Clouds,MURPH,78.2,127.55,L
1450,2017,12,BISCH,The Feesh Tank,HAMM,124.3,99.1,W
1451,2017,12,HAMM,Hamilton Hammerheads,BISCH,99.1,124.3,L
1452,2017,12,ERIC,OTR Cougars,CAP,139.45,106.05,W
1453,2017,12,CAP,Harbaugh Likes Nickelback,ERIC,106.05,139.45,L
1454,2017,12,RYAN,Westside Murses,DUKE,113.1,80.8,W
1455,2017,12,DUKE,Duke's Full Moons,RYAN,80.8,113.1,L
1456,2017,13,CRAIG,Carolina Cuck Lobsters,LOTH,96.05,62.5,W
1457,2017,13,LOTH,Loaf City Ice Ninjas,CRAIG,62.5,96.05,L
1458,2017,13,JAMES,The  Van Buren Boys,MURPH,114.75,118.25,L
1459,2017,13,MURPH,Wild Mike's Waitresses,JAMES,118.25,114.75,W
1460,2017,13,FIELER,Shady Lane Barn Dwellers,BISCH,83.1,138.35,L
1461,2017,13,BISCH,The Feesh Tank,FIELER,138.35,83.1,W
1462,2017,13,COLLIN,Cutthroat Clouds,ERIC,111.6,97.4,W
1463,2017,13,ERIC,OTR Cougars,COLLIN,97.4,111.6,L
1464,2017,13,HAMM,Hamilton Hammerheads,RYAN,83.35,126.1,L
1465,2017,13,RYAN,Westside Murses,HAMM,126.1,83.35,W
1466,2017,13,CAP,Harbaugh Likes Nickelback,DUKE,107.05,110.15,L
1467,2017,13,DUKE,Duke's Full Moons,CAP,110.15,107.05,W
1468,2017,14,BISCH,The Feesh Tank,ERIC,123.15,101.55,W
