Team,Year,Week,Points,Pts_Against,Result,Opponent,W,L,D
FIELER,2013,14,86.00,108,L,JETT,0,1,0
FIELER,2013,15,115.00,114,W,LOTH,1,0,0
FIELER,2013,16,106.00,67,W,ERIC,1,0,0
FIELER,2013,17,100.00,87,W,LOTH,1,0,0
MURPH,2013,1,86.00,78,W,ERIC,1,0,0
MURPH,2013,2,98.00,120,L,RYAN,0,1,0
MURPH,2013,3,52.00,77,L,CRAIG,0,1,0
MURPH,2013,4,113.00,165,L,FIELER,0,1,0
MURPH,2013,5,78.00,114,L,HAMM,0,1,0
MURPH,2013,6,81.00,102,L,JETT,0,1,0
MURPH,2013,7,89.00,91,L,COLLIN,0,1,0
MURPH,2013,8,83.00,111,L,LOTH,0,1,0
MURPH,2013,9,118.00,95,W,FIELER,1,0,0
MURPH,2013,10,57.00,66,L,ERIC,0,1,0
MURPH,2013,11,84.00,111,L,RYAN,0,1,0
MURPH,2013,12,59.00,61,L,CRAIG,0,1,0
MURPH,2013,13,116.00,139,L,FIELER,0,1,0
MURPH,2013,14,95.00,159,L,HAMM,0,1,0
MURPH,2013,15,104.00,108,L,ERIC,0,1,0
MURPH,2013,16,67.00,115,L,LOTH,0,1,0
MURPH,2013,17,90.00,68,W,ERIC,1,0,0
ERIC,2013,1,78.00,86,L,MURPH,0,1,0
ERIC,2013,2,75.00,102,L,JETT,0,1,0
ERIC,2013,3,82.00,115,L,COLLIN,0,1,0
ERIC,2013,4,162.00,125,W,LOTH,1,0,0
ERIC,2013,5,66.00,111,L,GREG,0,1,0
ERIC,2013,6,87.00,115,L,HAMM,0,1,0
ERIC,2013,7,76.00,144,L,RYAN,0,1,0
ERIC,2013,8,84.00,93,L,CRAIG,0,1,0
ERIC,2013,9,112.00,95,W,FIELER,1,0,0
ERIC,2013,10,66.00,57,W,MURPH,1,0,0
ERIC,2013,11,84.00,118,L,JETT,0,1,0
ERIC,2013,12,46.00,113,L,COLLIN,0,1,0
ERIC,2013,13,101.00,115,L,LOTH,0,1,0
ERIC,2013,14,65.00,99,L,GREG,0,1,0
ERIC,2013,15,108.00,104,W,MURPH,1,0,0
ERIC,2013,16,67.00,106,L,FIELER,0,1,0
ERIC,2013,17,68.00,90,L,MURPH,0,1,0
RYAN,2013,1,76.00,178,L,FIELER,0,1,0
RYAN,2013,2,120.00,98,W,MURPH,1,0,0
RYAN,2013,3,150.00,90,W,JETT,1,0,0
RYAN,2013,4,134.00,90,W,COLLIN,1,0,0
RYAN,2013,5,83.00,109,L,LOTH,0,1,0
RYAN,2013,6,82.00,101,L,GREG,0,1,0
RYAN,2013,7,144.00,76,W,ERIC,1,0,0
RYAN,2013,8,111.00,140,L,HAMM,0,1,0
RYAN,2013,9,120.00,80,W,CRAIG,1,0,0
RYAN,2013,10,120.00,93,W,FIELER,1,0,0
RYAN,2013,11,111.00,84,W,MURPH,1,0,0
RYAN,2013,12,106.00,97,W,JETT,1,0,0
RYAN,2013,13,105.00,139,L,COLLIN,0,1,0
RYAN,2013,14,91.00,62,W,LOTH,1,0,0
RYAN,2013,15,138.00,124,W,GREG,1,0,0
RYAN,2013,16,114.00,98,W,HAMM,1,0,0
RYAN,2013,17,62.00,112,L,COLLIN,0,1,0
JETT,2013,1,132.00,90,W,GREG,1,0,0
JETT,2013,2,102.00,75,W,ERIC,1,0,0
JETT,2013,3,90.00,150,L,RYAN,0,1,0
JETT,2013,4,81.00,90,L,CRAIG,0,1,0
JETT,2013,5,82.00,72,W,FIELER,1,0,0
JETT,2013,6,102.00,81,W,MURPH,1,0,0
JETT,2013,7,106.00,64,W,HAMM,1,0,0
JETT,2013,8,105.00,93,W,COLLIN,1,0,0
JETT,2013,9,130.00,112,W,LOTH,1,0,0
JETT,2013,10,95.00,131,L,GREG,0,1,0
JETT,2013,11,118.00,84,W,ERIC,1,0,0
JETT,2013,12,97.00,106,L,RYAN,0,1,0
JETT,2013,13,93.00,98,L,CRAIG,0,1,0
JETT,2013,14,108.00,86,W,FIELER,1,0,0
JETT,2013,15,108.00,135,L,CRAIG,0,1,0
JETT,2013,16,139.00,82,W,GREG,1,0,0
JETT,2013,17,109.00,136,L,GREG,0,1,0
COLLIN,2013,1,173.00,148,W,LOTH,1,0,0
COLLIN,2013,2,99.00,121,L,GREG,0,1,0
COLLIN,2013,3,115.00,82,W,ERIC,1,0,0
COLLIN,2013,4,90.00,134,L,RYAN,0,1,0
COLLIN,2013,5,130.00,68,W,CRAIG,1,0,0
COLLIN,2013,6,98.00,85,W,FIELER,1,0,0
COLLIN,2013,7,91.00,89,W,MURPH,1,0,0
COLLIN,2013,8,93.00,105,L,JETT,0,1,0
COLLIN,2013,9,163.00,77,W,HAMM,1,0,0
COLLIN,2013,10,121.00,81,W,LOTH,1,0,0
COLLIN,2013,11,123.00,101,W,GREG,1,0,0
COLLIN,2013,12,113.00,46,W,ERIC,1,0,0
COLLIN,2013,13,139.00,105,W,RYAN,1,0,0
COLLIN,2013,14,178.00,74,W,CRAIG,1,0,0
COLLIN,2013,16,110.00,73,W,CRAIG,1,0,0
COLLIN,2013,17,112.00,62,W,RYAN,1,0,0
GREG,2013,1,90.00,132,L,JETT,0,1,0
GREG,2013,2,121.00,99,W,COLLIN,1,0,0
GREG,2013,3,96.00,66,W,LOTH,1,0,0
GREG,2013,4,149.00,119,W,HAMM,1,0,0
GREG,2013,5,111.00,66,W,ERIC,1,0,0
GREG,2013,6,101.00,82,W,RYAN,1,0,0
GREG,2013,7,95.00,95,D,CRAIG,0,0,1
GREG,2013,8,85.00,96,L,FIELER,0,1,0
GREG,2013,9,115.00,118,L,MURPH,0,1,0
GREG,2013,10,131.00,95,W,JETT,1,0,0
GREG,2013,11,101.00,123,L,COLLIN,0,1,0
GREG,2013,12,100.00,115,L,LOTH,0,1,0
GREG,2013,13,85.00,89,L,HAMM,0,1,0
GREG,2013,14,99.00,65,W,ERIC,1,0,0
GREG,2013,15,124.00,138,L,RYAN,0,1,0
GREG,2013,16,82.00,139,L,JETT,0,1,0
GREG,2013,17,136.00,109,W,JETT,1,0,0
HAMM,2012,1,95.00,82,W,CRAIG,1,0,0
HAMM,2012,2,66.00,94,L,LOTH,0,1,0
HAMM,2012,3,119.00,111,W,MEADE,1,0,0
HAMM,2012,4,124.00,103,W,KLENK,1,0,0
HAMM,2012,5,78.00,176,L,FIELER,0,1,0
HAMM,2012,6,91.00,87,W,DUKE,1,0,0
HAMM,2012,7,109.00,115,L,JETT,0,1,0
HAMM,2012,8,85.00,81,W,CRAIG,1,0,0
HAMM,2012,9,79.00,77,W,LOTH,1,0,0
HAMM,2012,10,112.00,123,L,MEADE,0,1,0
HAMM,2012,11,106.00,88,W,KLENK,1,0,0
HAMM,2012,12,152.00,89,W,FIELER,1,0,0
HAMM,2012,13,135.00,96,W,DUKE,1,0,0
HAMM,2012,14,195.00,175,W,FIELER,1,0,0
HAMM,2012,16,253.00,234,W,JETT,1,0,0
CRAIG,2012,1,82.00,95,L,HAMM,0,1,0
CRAIG,2012,2,156.00,89,W,MEADE,1,0,0
CRAIG,2012,3,69.00,79,L,FIELER,0,1,0
CRAIG,2012,4,125.00,106,W,JETT,1,0,0
CRAIG,2012,5,115.00,116,L,LOTH,0,1,0
CRAIG,2012,6,97.00,149,L,KLENK,0,1,0
CRAIG,2012,7,132.00,71,W,DUKE,1,0,0
CRAIG,2012,8,81.00,85,L,HAMM,0,1,0
CRAIG,2012,9,112.00,109,W,MEADE,1,0,0
CRAIG,2012,10,106.00,111,L,FIELER,0,1,0
CRAIG,2012,11,98.00,114,L,JETT,0,1,0
CRAIG,2012,12,121.00,116,W,LOTH,1,0,0
CRAIG,2012,13,135.00,75,W,KLENK,1,0,0
CRAIG,2012,14,201.00,237,L,JETT,0,1,0
CRAIG,2012,16,194.00,285,L,FIELER,0,1,0
LOTH,2012,1,96.00,102,L,JETT,0,1,0
LOTH,2012,2,94.00,66,W,HAMM,1,0,0
LOTH,2012,3,81.00,97,L,KLENK,0,1,0
LOTH,2012,4,106.00,92,W,DUKE,1,0,0
LOTH,2012,5,116.00,115,W,CRAIG,1,0,0
LOTH,2012,6,117.00,65,W,MEADE,1,0,0
LOTH,2012,7,92.00,131,L,FIELER,0,1,0
LOTH,2012,8,109.00,120,L,JETT,0,1,0
LOTH,2012,9,77.00,79,L,HAMM,0,1,0
LOTH,2012,10,106.00,101,W,KLENK,1,0,0
LOTH,2012,11,63.00,104,L,DUKE,0,1,0
LOTH,2012,12,116.00,121,L,CRAIG,0,1,0
LOTH,2012,13,67.00,95,L,MEADE,0,1,0
LOTH,2012,14,164.00,272,L,KLENK,0,1,0
LOTH,2012,16,145.00,137,W,DUKE,1,0,0
FIELER,2012,1,115.00,89,W,KLENK,1,0,0
FIELER,2012,2,128.00,117,W,DUKE,1,0,0
FIELER,2012,3,79.00,69,W,CRAIG,1,0,0
FIELER,2012,4,148.00,128,W,MEADE,1,0,0
FIELER,2012,5,176.00,78,W,HAMM,1,0,0
FIELER,2012,6,81.00,106,L,JETT,0,1,0
FIELER,2012,7,131.00,92,W,LOTH,1,0,0
FIELER,2012,8,112.00,83,W,KLENK,1,0,0
FIELER,2012,9,97.00,79,W,DUKE,1,0,0
FIELER,2012,10,111.00,106,W,CRAIG,1,0,0
FIELER,2012,11,76.00,69,W,MEADE,1,0,0
FIELER,2012,12,89.00,152,L,HAMM,0,1,0
FIELER,2012,13,70.00,83,L,JETT,0,1,0
FIELER,2012,14,175.00,195,L,HAMM,0,1,0
FIELER,2012,16,285.00,194,W,CRAIG,1,0,0
DUKE,2012,1,101.00,123,L,MEADE,0,1,0
DUKE,2012,2,117.00,128,L,FIELER,0,1,0
DUKE,2012,3,70.00,105,L,JETT,0,1,0
DUKE,2012,4,92.00,106,L,LOTH,0,1,0
DUKE,2012,5,55.00,78,L,KLENK,0,1,0
DUKE,2012,6,87.00,91,L,HAMM,0,1,0
DUKE,2012,7,71.00,132,L,CRAIG,0,1,0
DUKE,2012,8,115.00,61,W,MEADE,1,0,0
DUKE,2012,9,79.00,97,L,FIELER,0,1,0
DUKE,2012,10,108.00,74,W,JETT,1,0,0
DUKE,2012,11,104.00,63,W,LOTH,1,0,0
DUKE,2012,12,79.00,62,W,KLENK,1,0,0
DUKE,2012,13,96.00,135,L,HAMM,0,1,0
DUKE,2012,14,153.00,209,L,MEADE,0,1,0
DUKE,2012,16,137.00,145,L,LOTH,0,1,0
JETT,2012,1,102.00,96,W,LOTH,1,0,0
JETT,2012,2,116.00,79,W,KLENK,1,0,0
JETT,2012,3,105.00,70,W,DUKE,1,0,0
JETT,2012,4,106.00,125,L,CRAIG,0,1,0
JETT,2012,5,126.00,116,W,MEADE,1,0,0
JETT,2012,6,106.00,81,W,FIELER,1,0,0
JETT,2012,7,115.00,109,W,HAMM,1,0,0
JETT,2012,8,120.00,109,W,LOTH,1,0,0
JETT,2012,9,163.00,118,W,KLENK,1,0,0
JETT,2012,10,74.00,108,L,DUKE,0,1,0
JETT,2012,11,114.00,98,W,CRAIG,1,0,0
JETT,2012,12,122.00,105,W,MEADE,1,0,0
JETT,2012,13,83.00,70,W,FIELER,1,0,0
JETT,2012,14,237.00,201,W,CRAIG,1,0,0
JETT,2012,16,234.00,253,L,HAMM,0,1,0
MEADE,2012,1,123.00,101,W,DUKE,1,0,0
MEADE,2012,2,89.00,156,L,CRAIG,0,1,0
MEADE,2012,3,111.00,119,L,HAMM,0,1,0
MEADE,2012,4,128.00,148,L,FIELER,0,1,0
MEADE,2012,5,116.00,126,L,JETT,0,1,0
MEADE,2012,6,65.00,117,L,LOTH,0,1,0
MEADE,2012,7,60.00,75,L,KLENK,0,1,0
MEADE,2012,8,61.00,115,L,DUKE,0,1,0
MEADE,2012,9,109.00,112,L,CRAIG,0,1,0
MEADE,2012,10,123.00,112,W,HAMM,1,0,0
MEADE,2012,11,69.00,76,L,FIELER,0,1,0
MEADE,2012,12,105.00,122,L,JETT,0,1,0
MEADE,2012,13,95.00,67,W,LOTH,1,0,0
MEADE,2012,14,209.00,153,W,DUKE,1,0,0
MEADE,2012,16,230.00,250,L,KLENK,0,1,0
KLENK,2012,1,89.00,115,L,FIELER,0,1,0
KLENK,2012,2,79.00,116,L,JETT,0,1,0
KLENK,2012,3,97.00,81,W,LOTH,1,0,0
KLENK,2012,4,103.00,124,L,HAMM,0,1,0
KLENK,2012,5,78.00,55,W,DUKE,1,0,0
KLENK,2012,6,149.00,97,W,CRAIG,1,0,0
KLENK,2012,7,75.00,60,W,MEADE,1,0,0
KLENK,2012,8,83.00,112,L,FIELER,0,1,0
KLENK,2012,9,118.00,163,L,JETT,0,1,0
KLENK,2012,10,101.00,106,L,LOTH,0,1,0
KLENK,2012,11,88.00,106,L,HAMM,0,1,0
KLENK,2012,12,62.00,79,L,DUKE,0,1,0
KLENK,2012,13,75.00,135,L,CRAIG,0,1,0
KLENK,2012,14,272.00,164,W,LOTH,1,0,0
KLENK,2012,16,250.00,230,W,MEADE,1,0,0
HAMM,2011,1,98.00,124,L,CRAIG,0,1,0
HAMM,2011,2,123.00,167,L,MEADE,0,1,0
HAMM,2011,3,85.00,94,L,MITCH,0,1,0
HAMM,2011,4,97.00,132,L,KLENK,0,1,0
HAMM,2011,5,130.00,103,W,LOTH,1,0,0
HAMM,2011,6,82.00,86,L,SHOOTER,0,1,0
HAMM,2011,7,142.00,91,W,BONO,1,0,0
HAMM,2011,8,114.00,100,W,CRAIG,1,0,0
HAMM,2011,9,111.00,93,W,MEADE,1,0,0
HAMM,2011,10,119.00,112,W,MITCH,1,0,0
HAMM,2011,11,100.00,77,W,KLENK,1,0,0
HAMM,2011,12,94.00,99,L,LOTH,0,1,0
HAMM,2011,13,112.00,95,W,SHOOTER,1,0,0
HAMM,2011,14,278.00,170,W,LOTH,1,0,0
HAMM,2011,16,173.00,274,L,MITCH,0,1,0
CRAIG,2011,1,124.00,98,W,HAMM,1,0,0
CRAIG,2011,2,101.00,118,L,KLENK,0,1,0
CRAIG,2011,3,66.00,118,L,LOTH,0,1,0
CRAIG,2011,4,125.00,151,L,SHOOTER,0,1,0
CRAIG,2011,5,101.00,133,L,BONO,0,1,0
CRAIG,2011,6,72.00,129,L,MITCH,0,1,0
CRAIG,2011,7,71.00,40,W,MEADE,1,0,0
CRAIG,2011,8,100.00,114,L,HAMM,0,1,0
CRAIG,2011,9,135.00,77,W,KLENK,1,0,0
CRAIG,2011,10,103.00,118,L,LOTH,0,1,0
CRAIG,2011,11,92.00,129,L,SHOOTER,0,1,0
CRAIG,2011,12,99.00,79,W,BONO,1,0,0
CRAIG,2011,13,122.00,160,L,MITCH,0,1,0
CRAIG,2011,14,232.00,194,W,KLENK,1,0,0
CRAIG,2011,16,240.00,217,W,MEADE,1,0,0
LOTH,2011,1,114.00,91,W,KLENK,1,0,0
LOTH,2011,2,181.00,156,W,SHOOTER,1,0,0
LOTH,2011,3,118.00,66,W,CRAIG,1,0,0
LOTH,2011,4,166.00,85,W,BONO,1,0,0
LOTH,2011,5,103.00,130,L,HAMM,0,1,0
LOTH,2011,6,132.00,110,W,MEADE,1,0,0
LOTH,2011,7,135.00,91,W,MITCH,1,0,0
LOTH,2011,8,68.00,111,L,KLENK,0,1,0
LOTH,2011,9,132.00,100,W,SHOOTER,1,0,0
LOTH,2011,10,118.00,103,W,CRAIG,1,0,0
LOTH,2011,11,98.00,115,L,BONO,0,1,0
LOTH,2011,12,99.00,94,W,HAMM,1,0,0
LOTH,2011,13,118.00,80,W,MEADE,1,0,0
LOTH,2011,14,170.00,278,L,HAMM,0,1,0
LOTH,2011,16,265.00,270,L,SHOOTER,0,1,0
MITCH,2011,1,98.00,96,W,SHOOTER,1,0,0
MITCH,2011,2,124.00,111,W,BONO,1,0,0
MITCH,2011,3,94.00,85,W,HAMM,1,0,0
MITCH,2011,4,109.00,87,W,MEADE,1,0,0
MITCH,2011,5,105.00,142,L,KLENK,0,1,0
MITCH,2011,6,129.00,72,W,CRAIG,1,0,0
MITCH,2011,7,91.00,135,L,LOTH,0,1,0
MITCH,2011,8,83.00,114,L,HAMM,0,1,0
MITCH,2011,9,66.00,140,L,BONO,0,1,0
MITCH,2011,10,112.00,119,L,HAMM,0,1,0
MITCH,2011,11,86.00,54,W,MEADE,1,0,0
MITCH,2011,12,137.00,98,W,KLENK,1,0,0
MITCH,2011,13,160.00,122,W,CRAIG,1,0,0
MITCH,2011,14,256.00,236,W,SHOOTER,1,0,0
MITCH,2011,16,274.00,173,W,HAMM,1,0,0
SHOOTER,2011,1,96.00,98,L,MITCH,0,1,0
SHOOTER,2011,2,156.00,181,L,LOTH,0,1,0
SHOOTER,2011,3,98.00,92,W,BONO,1,0,0
SHOOTER,2011,4,151.00,125,W,CRAIG,1,0,0
SHOOTER,2011,5,111.00,91,W,MEADE,1,0,0
SHOOTER,2011,6,86.00,82,W,HAMM,1,0,0
SHOOTER,2011,7,104.00,75,W,KLENK,1,0,0
SHOOTER,2011,8,141.00,83,W,MITCH,1,0,0
SHOOTER,2011,9,100.00,132,L,LOTH,0,1,0
SHOOTER,2011,10,78.00,84,L,BONO,0,1,0
SHOOTER,2011,11,129.00,92,W,CRAIG,1,0,0
SHOOTER,2011,12,81.00,140,L,MEADE,0,1,0
SHOOTER,2011,13,95.00,112,L,HAMM,0,1,0
SHOOTER,2011,14,236.00,256,L,MITCH,0,1,0
SHOOTER,2011,16,270.00,265,W,LOTH,1,0,0
BONO,2011,1,112.00,171,L,MEADE,0,1,0
BONO,2011,2,111.00,124,L,MITCH,0,1,0
BONO,2011,3,92.00,98,L,SHOOTER,0,1,0
BONO,2011,4,85.00,166,L,LOTH,0,1,0
BONO,2011,5,133.00,101,W,CRAIG,1,0,0
BONO,2011,6,59.00,80,L,KLENK,0,1,0
BONO,2011,7,91.00,142,L,HAMM,0,1,0
BONO,2011,8,98.00,101,L,MEADE,0,1,0
BONO,2011,9,140.00,66,W,MITCH,1,0,0
BONO,2011,10,84.00,78,W,SHOOTER,1,0,0
BONO,2011,11,115.00,98,W,LOTH,1,0,0
BONO,2011,12,79.00,99,L,CRAIG,0,1,0
BONO,2011,13,119.00,60,W,KLENK,1,0,0
BONO,2011,14,176.00,271,L,MEADE,0,1,0
BONO,2011,16,156.00,218,L,KLENK,0,1,0
MEADE,2011,1,171.00,112,W,BONO,1,0,0
MEADE,2011,2,167.00,123,W,HAMM,1,0,0
MEADE,2011,3,144.00,72,W,KLENK,1,0,0
MEADE,2011,4,87.00,109,L,MITCH,0,1,0
MEADE,2011,5,91.00,111,L,SHOOTER,0,1,0
MEADE,2011,6,110.00,132,L,LOTH,0,1,0
MEADE,2011,7,40.00,71,L,CRAIG,0,1,0
MEADE,2011,8,101.00,98,W,BONO,1,0,0
MEADE,2011,9,93.00,111,L,HAMM,0,1,0
MEADE,2011,10,104.00,77,W,KLENK,1,0,0
MEADE,2011,11,54.00,86,L,MITCH,0,1,0
MEADE,2011,12,140.00,81,W,SHOOTER,1,0,0
MEADE,2011,13,80.00,118,L,LOTH,0,1,0
MEADE,2011,14,271.00,176,W,BONO,1,0,0
MEADE,2011,16,217.00,240,L,CRAIG,0,1,0
KLENK,2011,1,91.00,114,L,LOTH,0,1,0
KLENK,2011,2,118.00,101,W,CRAIG,1,0,0
KLENK,2011,3,72.00,144,L,MEADE,0,1,0
KLENK,2011,4,132.00,97,W,HAMM,1,0,0
KLENK,2011,5,142.00,105,W,MITCH,1,0,0
KLENK,2011,6,80.00,59,W,BONO,1,0,0
KLENK,2011,7,75.00,104,L,SHOOTER,0,1,0
KLENK,2011,8,111.00,68,W,LOTH,1,0,0
KLENK,2011,9,77.00,135,L,CRAIG,0,1,0
KLENK,2011,10,77.00,104,L,MEADE,0,1,0
KLENK,2011,11,77.00,100,L,HAMM,0,1,0
KLENK,2011,12,98.00,137,L,MITCH,0,1,0
KLENK,2011,13,60.00,119,L,BONO,0,1,0
KLENK,2011,14,194.00,232,L,CRAIG,0,1,0
KLENK,2011,16,218.00,156,W,BONO,1,0,0
HAMM,2010,1,63.00,48,W,CRAIG,1,0,0
HAMM,2010,2,66.00,86,L,MEADE,0,1,0
HAMM,2010,3,89.00,127,L,PETERS,0,1,0
HAMM,2010,4,105.00,50,W,TIERNAN,1,0,0
HAMM,2010,5,85.00,95,L,LOTH,0,1,0
HAMM,2010,6,97.00,75,W,MITCH,1,0,0
HAMM,2010,7,122.00,70,W,SPURLOCK,1,0,0
HAMM,2010,8,84.00,74,W,KERN,1,0,0
HAMM,2010,9,102.00,48,W,KLENK,1,0,0
HAMM,2010,10,106.00,51,W,DUKE,1,0,0
HAMM,2010,11,137.00,68,W,TEPE,1,0,0
HAMM,2010,12,105.00,47,W,PETERS,1,0,0
HAMM,2010,13,83.00,40,W,TIERNAN,1,0,0
HAMM,2010,14,84.00,95,L,CRAIG,0,1,0
HAMM,2010,16,93.00,76,W,MITCH,1,0,0
HAMM,2010,17,73.00,93,L,CRAIG,0,1,0
CRAIG,2010,1,48.00,63,L,HAMM,0,1,0
CRAIG,2010,2,116.00,90,W,PETERS,1,0,0
CRAIG,2010,3,115.00,119,L,LOTH,0,1,0
CRAIG,2010,4,62.00,87,L,DUKE,0,1,0
CRAIG,2010,5,82.00,56,W,KLENK,1,0,0
CRAIG,2010,6,95.00,76,W,SPURLOCK,1,0,0
CRAIG,2010,7,114.00,66,W,KERN,1,0,0
CRAIG,2010,8,103.00,35,W,TEPE,1,0,0
CRAIG,2010,9,95.00,53,W,MITCH,1,0,0
CRAIG,2010,10,158.00,79,W,TIERNAN,1,0,0
CRAIG,2010,11,74.00,129,L,MEADE,0,1,0
CRAIG,2010,12,119.00,93,W,LOTH,1,0,0
CRAIG,2010,13,105.00,119,L,MEADE,0,1,0
CRAIG,2010,14,95.00,84,W,HAMM,1,0,0
CRAIG,2010,15,154.00,76,W,LOTH,1,0,0
CRAIG,2010,16,104.00,90,W,MEADE,1,0,0
CRAIG,2010,17,93.00,73,W,HAMM,1,0,0
LOTH,2010,1,81.00,87,L,KLENK,0,1,0
LOTH,2010,2,60.00,95,L,KERN,0,1,0
LOTH,2010,3,119.00,115,W,CRAIG,1,0,0
LOTH,2010,4,63.00,69,L,SPURLOCK,0,1,0
LOTH,2010,5,95.00,85,W,HAMM,1,0,0
LOTH,2010,6,103.00,79,W,MEADE,1,0,0
LOTH,2010,7,86.00,43,W,TIERNAN,1,0,0
LOTH,2010,8,62.00,71,L,MITCH,0,1,0
LOTH,2010,9,126.00,55,W,DUKE,1,0,0
LOTH,2010,10,99.00,87,W,TEPE,1,0,0
LOTH,2010,11,138.00,76,W,PETERS,1,0,0
LOTH,2010,12,93.00,119,L,CRAIG,0,1,0
LOTH,2010,13,83.00,67,W,PETERS,1,0,0
LOTH,2010,14,115.00,83,W,KLENK,1,0,0
LOTH,2010,15,76.00,154,L,CRAIG,0,1,0
LOTH,2010,16,96.00,88,W,KERN,1,0,0
LOTH,2010,17,105.00,83,W,KERN,1,0,0
MEADE,2010,1,69.00,68,W,TIERNAN,1,0,0
MEADE,2010,2,86.00,66,W,HAMM,1,0,0
MEADE,2010,3,65.00,110,L,KERN,0,1,0
MEADE,2010,4,55.00,81,L,MITCH,0,1,0
MEADE,2010,5,107.00,91,W,TEPE,1,0,0
MEADE,2010,6,79.00,103,L,LOTH,0,1,0
MEADE,2010,7,118.00,12,W,DUKE,1,0,0
MEADE,2010,8,96.00,38,W,KLENK,1,0,0
MEADE,2010,9,69.00,58,W,SPURLOCK,1,0,0
MEADE,2010,10,79.00,49,W,PETERS,1,0,0
MEADE,2010,11,129.00,74,W,CRAIG,1,0,0
MEADE,2010,12,99.00,97,W,KERN,1,0,0
MEADE,2010,13,119.00,105,W,CRAIG,1,0,0
MEADE,2010,14,98.00,66,W,KERN,1,0,0
MEADE,2010,16,90.00,104,L,CRAIG,0,1,0
MEADE,2010,17,91.00,52,W,MITCH,1,0,0
PETERS,2010,1,68.00,54,W,DUKE,1,0,0
PETERS,2010,2,90.00,57,W,SPURLOCK,1,0,0
PETERS,2010,3,127.00,57,W,TEPE,1,0,0
PETERS,2010,4,81.00,55,W,MEADE,1,0,0
PETERS,2010,5,86.00,65,W,TIERNAN,1,0,0
PETERS,2010,6,75.00,97,L,HAMM,0,1,0
PETERS,2010,7,128.00,128,D,PETERS,0,0,1
PETERS,2010,8,71.00,62,W,LOTH,1,0,0
PETERS,2010,9,53.00,95,L,CRAIG,0,1,0
PETERS,2010,10,49.00,51,L,KERN,0,1,0
PETERS,2010,11,76.00,81,L,KLENK,0,1,0
PETERS,2010,12,47.00,56,L,DUKE,0,1,0
PETERS,2010,13,67.00,51,W,TEPE,1,0,0
PETERS,2010,14,97.00,60,W,SPURLOCK,1,0,0
PETERS,2010,15,107.00,86,W,KERN,1,0,0
PETERS,2010,16,76.00,93,L,HAMM,0,1,0
PETERS,2010,17,52.00,91,L,MEADE,0,1,0
TIERNAN,2010,1,68.00,69,L,MEADE,0,1,0
TIERNAN,2010,2,71.00,81,L,KLENK,0,1,0
TIERNAN,2010,3,63.00,105,L,SPURLOCK,0,1,0
TIERNAN,2010,4,50.00,105,L,HAMM,0,1,0
TIERNAN,2010,5,65.00,86,L,MITCH,0,1,0
TIERNAN,2010,6,68.00,45,W,TEPE,1,0,0
TIERNAN,2010,7,43.00,86,L,LOTH,0,1,0
TIERNAN,2010,8,15.00,66,L,DUKE,0,1,0
TIERNAN,2010,9,66.00,53,W,PETERS,1,0,0
TIERNAN,2010,10,79.00,158,L,CRAIG,0,1,0
TIERNAN,2010,11,56.00,79,L,KERN,0,1,0
TIERNAN,2010,12,81.00,85,L,KLENK,0,1,0
TIERNAN,2010,13,40.00,83,L,HAMM,0,1,0
TIERNAN,2010,14,42.00,97,L,PETERS,0,1,0
TIERNAN,2010,15,81.00,58,W,SPURLOCK,1,0,0
TIERNAN,2010,16,70.00,76,L,PETERS,0,1,0
TIERNAN,2010,17,52.00,47,W,TEPE,1,0,0
MITCH,2010,1,68.00,54,W,DUKE,1,0,0
MITCH,2010,2,90.00,57,W,SPURLOCK,1,0,0
MITCH,2010,3,127.00,57,W,TEPE,1,0,0
MITCH,2010,4,81.00,55,W,MEADE,1,0,0
MITCH,2010,5,86.00,65,W,TIERNAN,1,0,0
MITCH,2010,6,75.00,97,L,HAMM,0,1,0
MITCH,2010,7,128.00,128,D,PETERS,0,0,1
MITCH,2010,8,71.00,62,W,LOTH,1,0,0
MITCH,2010,9,53.00,95,L,CRAIG,0,1,0
MITCH,2010,10,49.00,51,L,KERN,0,1,0
MITCH,2010,11,76.00,81,L,KLENK,0,1,0
MITCH,2010,12,47.00,56,L,DUKE,0,1,0
MITCH,2010,13,67.00,51,W,TEPE,1,0,0
MITCH,2010,14,97.00,60,W,SPURLOCK,1,0,0
MITCH,2010,15,107.00,86,W,KERN,1,0,0
MITCH,2010,16,76.00,93,L,HAMM,0,1,0
MITCH,2010,17,52.00,91,L,MEADE,0,1,0
SPURLOCK,2010,1,77.00,116,L,TEPE,0,1,0
SPURLOCK,2010,2,57.00,90,L,MITCH,0,1,0
SPURLOCK,2010,3,105.00,63,W,TIERNAN,1,0,0
SPURLOCK,2010,4,69.00,63,W,LOTH,1,0,0
SPURLOCK,2010,5,49.00,88,L,KERN,0,1,0
SPURLOCK,2010,6,76.00,95,L,CRAIG,0,1,0
SPURLOCK,2010,7,70.00,122,L,HAMM,0,1,0
SPURLOCK,2010,8,27.00,71,L,PETERS,0,1,0
SPURLOCK,2010,9,58.00,69,L,MEADE,0,1,0
SPURLOCK,2010,10,29.00,62,L,KLENK,0,1,0
SPURLOCK,2010,11,92.00,92,D,DUKE,0,0,1
SPURLOCK,2010,12,102.00,69,W,TEPE,1,0,0
SPURLOCK,2010,13,102.00,102,D,DUKE,0,0,1
